Date,AQI Value
2022-07-23,40
2022-07-23,48
2022-07-23,6
2022-07-23,11
2022-07-23,71
2022-07-23,80
2022-07-23,129
2022-07-23,10
2022-07-23,45
2022-07-23,82
2022-07-23,15
2022-07-23,66
2022-07-23,51
2022-07-23,1
2022-07-23,87
2022-07-23,34
2022-07-23,119
2022-07-23,141
2022-07-23,79
2022-07-23,9
2022-07-23,39
2022-07-23,46
2022-07-23,75
2022-07-23,10
2022-07-23,23
2022-07-23,56
2022-07-23,86
2022-07-23,76
2022-07-23,42
2022-07-23,163
2022-07-23,37
2022-07-23,103
2022-07-23,9
2022-07-23,114
2022-07-23,10
2022-07-23,39
2022-07-23,60
2022-07-23,82
2022-07-23,55
2022-07-23,44
2022-07-23,13
2022-07-23,9
2022-07-23,1
2022-07-23,51
2022-07-23,6
2022-07-23,57
2022-07-23,74
2022-07-23,9
2022-07-23,141
2022-07-23,93
2022-07-23,152
2022-07-23,137
2022-07-23,18
2022-07-23,112
2022-07-23,115
2022-07-23,63
2022-07-23,66
2022-07-23,9
2022-07-23,27
2022-07-23,64
2022-07-23,84
2022-07-23,51
2022-07-23,87
2022-07-23,44
2022-07-23,64
2022-07-23,18
2022-07-23,76
2022-07-23,7
2022-07-23,14
2022-07-23,48
2022-07-23,51
2022-07-23,59
2022-07-23,55
2022-07-23,32
2022-07-23,59
2022-07-23,39
2022-07-23,24
2022-07-23,77
2022-07-23,6
2022-07-23,35
2022-07-23,36
2022-07-23,56
2022-07-23,32
2022-07-23,30
2022-07-23,41
2022-07-23,15
2022-07-23,99
2022-07-23,105
2022-07-23,20
2022-07-23,91
2022-07-23,61
2022-07-23,110
2022-07-23,83
2022-07-23,76
2022-07-23,26
2022-07-23,10
2022-07-23,183
2022-07-23,23
2022-07-23,61
2022-07-23,75
2022-07-23,59
2022-07-23,33
2022-07-23,79
2022-07-23,47
2022-07-23,74
2022-07-23,89
2022-07-23,83
2022-07-23,91
2022-07-23,133
2022-07-23,64
2022-07-23,59
2022-07-23,11
2022-07-23,41
2022-07-23,58
2022-07-23,59
2022-07-23,95
2022-07-23,96
2022-07-23,33
2022-07-23,71
2022-07-23,82
2022-07-23,124
2022-07-23,46
2022-07-23,87
2022-07-23,42
2022-07-23,87
2022-07-23,62
2022-07-23,68
2022-07-23,20
2022-07-23,87
2022-07-23,78
2022-07-23,20
2022-07-23,65
2022-07-23,45
2022-07-23,109
2022-07-23,62
2022-07-23,42
2022-07-23,45
2022-07-23,31
2022-07-23,14
2022-07-23,91
2022-07-23,141
2022-07-23,58
2022-07-23,70
2022-07-23,8
2022-07-23,15
2022-07-23,46
2022-07-23,74
2022-07-23,105
2022-07-23,10
2022-07-23,39
2022-07-23,59
2022-07-23,15
2022-07-23,71
2022-07-23,57
2022-07-23,2
2022-07-23,86
2022-07-23,99
2022-07-23,131
2022-07-23,149
2022-07-23,66
2022-07-23,30
2022-07-23,43
2022-07-23,45
2022-07-23,80
2022-07-23,14
2022-07-23,22
2022-07-23,72
2022-07-23,86
2022-07-23,68
2022-07-23,23
2022-07-23,119
2022-07-23,20
2022-07-23,64
2022-07-23,18
2022-07-23,331
2022-07-23,56
2022-07-23,37
2022-07-23,61
2022-07-23,111
2022-07-23,46
2022-07-23,57
2022-07-23,25
2022-07-23,14
2022-07-23,1
2022-07-23,56
2022-07-23,11
2022-07-23,44
2022-07-23,68
2022-07-23,11
2022-07-23,146
2022-07-23,93
2022-07-23,160
2022-07-23,154
2022-07-23,28
2022-07-23,88
2022-07-23,113
2022-07-23,57
2022-07-23,70
2022-07-23,9
2022-07-23,23
2022-07-23,63
2022-07-23,185
2022-07-23,54
2022-07-23,102
2022-07-23,43
2022-07-23,62
2022-07-23,20
2022-07-23,76
2022-07-23,66
2022-07-23,25
2022-07-23,51
2022-07-23,36
2022-07-23,38
2022-07-23,67
2022-07-23,27
2022-07-23,62
2022-07-23,50
2022-07-23,40
2022-07-23,92
2022-07-23,12
2022-07-23,43
2022-07-23,43
2022-07-23,48
2022-07-23,27
2022-07-23,21
2022-07-23,66
2022-07-23,11
2022-07-23,58
2022-07-23,105
2022-07-23,23
2022-07-23,91
2022-07-23,55
2022-07-23,148
2022-07-23,83
2022-07-23,65
2022-07-23,25
2022-07-23,5
2022-07-23,183
2022-07-23,23
2022-07-23,67
2022-07-23,140
2022-07-23,59
2022-07-23,33
2022-07-23,89
2022-07-23,63
2022-07-23,56
2022-07-23,60
2022-07-23,83
2022-07-23,75
2022-07-23,128
2022-07-23,36
2022-07-23,107
2022-07-23,16
2022-07-23,39
2022-07-23,56
2022-07-23,56
2022-07-23,96
2022-07-23,74
2022-07-23,44
2022-07-23,64
2022-07-23,57
2022-07-23,162
2022-07-23,46
2022-07-23,92
2022-07-23,41
2022-07-23,86
2022-07-23,92
2022-07-23,68
2022-07-23,20
2022-07-23,119
2022-07-23,82
2022-07-24,18
2022-07-24,65
2022-07-24,41
2022-07-24,107
2022-07-24,42
2022-07-24,43
2022-07-24,60
2022-07-24,43
2022-07-24,11
2022-07-24,85
2022-07-24,141
2022-07-24,28
2022-07-24,49
2022-07-24,18
2022-07-24,13
2022-07-24,54
2022-07-24,76
2022-07-24,95
2022-07-24,10
2022-07-24,35
2022-07-24,88
2022-07-24,15
2022-07-24,71
2022-07-24,24
2022-07-24,8
2022-07-24,74
2022-07-24,53
2022-07-24,142
2022-07-24,155
2022-07-24,68
2022-07-24,24
2022-07-24,42
2022-07-24,31
2022-07-24,71
2022-07-24,17
2022-07-24,22
2022-07-24,32
2022-07-24,86
2022-07-24,70
2022-07-24,15
2022-07-24,90
2022-07-24,19
2022-07-24,58
2022-07-24,16
2022-07-24,100
2022-07-24,40
2022-07-24,80
2022-07-24,69
2022-07-24,85
2022-07-24,20
2022-07-24,64
2022-07-24,28
2022-07-24,10
2022-07-24,1
2022-07-24,29
2022-07-24,17
2022-07-24,60
2022-07-24,50
2022-07-24,7
2022-07-24,147
2022-07-24,93
2022-07-24,172
2022-07-24,254
2022-07-24,26
2022-07-24,83
2022-07-24,97
2022-07-24,50
2022-07-24,97
2022-07-24,29
2022-07-24,26
2022-07-24,68
2022-07-24,38
2022-07-24,59
2022-07-24,110
2022-07-24,47
2022-07-24,53
2022-07-24,12
2022-07-24,76
2022-07-24,51
2022-07-24,27
2022-07-24,23
2022-07-24,28
2022-07-24,57
2022-07-24,77
2022-07-24,70
2022-07-24,59
2022-07-24,52
2022-07-24,46
2022-07-24,82
2022-07-24,15
2022-07-24,44
2022-07-24,51
2022-07-24,54
2022-07-24,45
2022-07-24,35
2022-07-24,48
2022-07-24,25
2022-07-24,31
2022-07-24,105
2022-07-24,35
2022-07-24,91
2022-07-24,66
2022-07-24,85
2022-07-24,83
2022-07-24,47
2022-07-24,23
2022-07-24,18
2022-07-24,183
2022-07-24,16
2022-07-24,67
2022-07-24,85
2022-07-24,76
2022-07-24,33
2022-07-24,60
2022-07-24,32
2022-07-24,56
2022-07-24,53
2022-07-24,83
2022-07-24,74
2022-07-24,123
2022-07-24,48
2022-07-24,53
2022-07-24,22
2022-07-24,43
2022-07-24,60
2022-07-24,64
2022-07-24,91
2022-07-24,95
2022-07-24,78
2022-07-24,66
2022-07-24,104
2022-07-24,169
2022-07-24,63
2022-07-24,174
2022-07-24,39
2022-07-24,85
2022-07-24,73
2022-07-24,57
2022-07-24,4
2022-07-24,92
2022-07-24,152
2022-07-25,55
2022-07-25,65
2022-07-25,16
2022-07-25,117
2022-07-25,74
2022-07-25,78
2022-07-25,43
2022-07-25,47
2022-07-25,34
2022-07-25,85
2022-07-25,141
2022-07-25,29
2022-07-25,24
2022-07-25,18
2022-07-25,8
2022-07-25,52
2022-07-25,62
2022-07-25,108
2022-07-25,11
2022-07-25,33
2022-07-25,107
2022-07-25,15
2022-07-25,48
2022-07-25,43
2022-07-25,2
2022-07-25,95
2022-07-25,70
2022-07-25,113
2022-07-25,157
2022-07-25,66
2022-07-25,44
2022-07-25,42
2022-07-25,40
2022-07-25,84
2022-07-25,14
2022-07-25,21
2022-07-25,39
2022-07-25,86
2022-07-25,83
2022-07-25,15
2022-07-25,161
2022-07-25,28
2022-07-25,64
2022-07-25,15
2022-07-25,127
2022-07-25,61
2022-07-25,34
2022-07-25,62
2022-07-25,84
2022-07-25,61
2022-07-25,57
2022-07-25,6
2022-07-25,38
2022-07-25,1
2022-07-25,35
2022-07-25,36
2022-07-25,58
2022-07-25,54
2022-07-25,8
2022-07-25,146
2022-07-25,93
2022-07-25,160
2022-07-25,158
2022-07-25,20
2022-07-25,82
2022-07-25,113
2022-07-25,61
2022-07-25,89
2022-07-25,39
2022-07-25,24
2022-07-25,85
2022-07-25,49
2022-07-25,49
2022-07-25,120
2022-07-25,42
2022-07-25,66
2022-07-25,17
2022-07-25,76
2022-07-25,2
2022-07-25,17
2022-07-25,28
2022-07-25,27
2022-07-25,50
2022-07-25,62
2022-07-25,35
2022-07-25,57
2022-07-25,38
2022-07-25,78
2022-07-25,81
2022-07-25,9
2022-07-25,37
2022-07-25,63
2022-07-25,56
2022-07-25,27
2022-07-25,31
2022-07-25,38
2022-07-25,15
2022-07-25,36
2022-07-25,105
2022-07-25,35
2022-07-25,91
2022-07-25,57
2022-07-25,90
2022-07-25,83
2022-07-25,52
2022-07-25,23
2022-07-25,54
2022-07-25,183
2022-07-25,18
2022-07-25,70
2022-07-25,81
2022-07-25,55
2022-07-25,33
2022-07-25,64
2022-07-25,27
2022-07-25,57
2022-07-25,55
2022-07-25,83
2022-07-25,89
2022-07-25,95
2022-07-25,36
2022-07-25,74
2022-07-25,30
2022-07-25,35
2022-07-25,66
2022-07-25,62
2022-07-25,116
2022-07-25,58
2022-07-25,35
2022-07-25,80
2022-07-25,89
2022-07-25,172
2022-07-25,49
2022-07-25,115
2022-07-25,33
2022-07-25,84
2022-07-25,57
2022-07-25,61
2022-07-25,5
2022-07-25,84
2022-07-25,89
2022-07-26,42
2022-07-26,65
2022-07-26,21
2022-07-26,92
2022-07-26,35
2022-07-26,65
2022-07-26,44
2022-07-26,27
2022-07-26,40
2022-07-26,89
2022-07-26,141
2022-07-26,22
2022-07-26,40
2022-07-26,16
2022-07-26,9
2022-07-26,72
2022-07-26,72
2022-07-26,124
2022-07-26,10
2022-07-26,43
2022-07-26,48
2022-07-26,15
2022-07-26,49
2022-07-26,46
2022-07-26,1
2022-07-26,114
2022-07-26,61
2022-07-26,113
2022-07-26,142
2022-07-26,64
2022-07-26,51
2022-07-26,39
2022-07-26,35
2022-07-26,128
2022-07-26,12
2022-07-26,47
2022-07-26,48
2022-07-26,86
2022-07-26,86
2022-07-26,24
2022-07-26,152
2022-07-26,30
2022-07-26,59
2022-07-26,7
2022-07-26,155
2022-07-26,5
2022-07-26,42
2022-07-26,44
2022-07-26,100
2022-07-26,251
2022-07-26,59
2022-07-26,24
2022-07-26,19
2022-07-26,1
2022-07-26,28
2022-07-26,14
2022-07-26,49
2022-07-26,63
2022-07-26,27
2022-07-26,152
2022-07-26,93
2022-07-26,161
2022-07-26,155
2022-07-26,18
2022-07-26,139
2022-07-26,78
2022-07-26,46
2022-07-26,129
2022-07-26,20
2022-07-26,26
2022-07-26,62
2022-07-26,109
2022-07-26,46
2022-07-26,107
2022-07-26,36
2022-07-26,77
2022-07-26,19
2022-07-26,76
2022-07-26,3
2022-07-26,23
2022-07-26,33
2022-07-26,22
2022-07-26,68
2022-07-26,58
2022-07-26,87
2022-07-26,56
2022-07-26,49
2022-07-26,54
2022-07-26,62
2022-07-26,6
2022-07-26,42
2022-07-26,35
2022-07-26,65
2022-07-26,27
2022-07-26,43
2022-07-26,32
2022-07-26,28
2022-07-26,42
2022-07-26,105
2022-07-26,15
2022-07-26,91
2022-07-26,80
2022-07-26,82
2022-07-26,83
2022-07-26,51
2022-07-26,22
2022-07-26,39
2022-07-26,183
2022-07-26,30
2022-07-26,70
2022-07-26,80
2022-07-26,64
2022-07-26,33
2022-07-26,65
2022-07-26,19
2022-07-26,77
2022-07-26,43
2022-07-26,83
2022-07-26,116
2022-07-26,99
2022-07-26,61
2022-07-26,61
2022-07-26,20
2022-07-26,22
2022-07-26,60
2022-07-26,65
2022-07-26,112
2022-07-26,56
2022-07-26,27
2022-07-26,101
2022-07-26,99
2022-07-26,150
2022-07-26,32
2022-07-26,251
2022-07-26,36
2022-07-26,76
2022-07-26,38
2022-07-26,53
2022-07-26,14
2022-07-26,60
2022-07-26,56
2022-07-26,44
2022-07-26,65
2022-07-26,31
2022-07-26,113
2022-07-26,43
2022-07-26,57
2022-07-26,39
2022-07-26,48
2022-07-26,13
2022-07-26,70
2022-07-26,141
2022-07-26,37
2022-07-26,23
2022-07-26,10
2022-07-26,8
2022-07-26,43
2022-07-26,50
2022-07-26,92
2022-07-26,10
2022-07-26,37
2022-07-26,46
2022-07-26,15
2022-07-26,45
2022-07-26,64
2022-07-26,1
2022-07-26,117
2022-07-26,70
2022-07-26,69
2022-07-26,154
2022-07-26,65
2022-07-26,28
2022-07-26,33
2022-07-26,32
2022-07-26,78
2022-07-26,13
2022-07-26,39
2022-07-26,60
2022-07-26,86
2022-07-26,112
2022-07-26,24
2022-07-26,151
2022-07-26,31
2022-07-26,47
2022-07-26,15
2022-07-26,127
2022-07-26,34
2022-07-26,80
2022-07-26,41
2022-07-26,80
2022-07-26,53
2022-07-26,60
2022-07-26,9
2022-07-26,16
2022-07-26,2
2022-07-26,35
2022-07-26,11
2022-07-26,25
2022-07-26,71
2022-07-26,9
2022-07-26,155
2022-07-26,93
2022-07-26,174
2022-07-26,139
2022-07-26,18
2022-07-26,78
2022-07-26,94
2022-07-26,91
2022-07-26,112
2022-07-26,24
2022-07-26,25
2022-07-26,88
2022-07-26,39
2022-07-26,43
2022-07-26,100
2022-07-26,36
2022-07-26,49
2022-07-26,13
2022-07-26,76
2022-07-26,117
2022-07-26,18
2022-07-26,27
2022-07-26,28
2022-07-26,46
2022-07-26,66
2022-07-26,80
2022-07-26,57
2022-07-26,37
2022-07-26,29
2022-07-26,77
2022-07-26,16
2022-07-26,41
2022-07-26,44
2022-07-26,45
2022-07-26,30
2022-07-26,50
2022-07-26,27
2022-07-26,11
2022-07-26,40
2022-07-26,105
2022-07-26,17
2022-07-26,91
2022-07-26,54
2022-07-26,84
2022-07-26,83
2022-07-26,52
2022-07-26,21
2022-07-26,21
2022-07-26,183
2022-07-26,19
2022-07-26,81
2022-07-26,108
2022-07-26,64
2022-07-26,33
2022-07-26,56
2022-07-26,19
2022-07-26,55
2022-07-26,27
2022-07-26,83
2022-07-26,140
2022-07-26,92
2022-07-26,78
2022-07-26,63
2022-07-26,18
2022-07-26,29
2022-07-26,61
2022-07-26,72
2022-07-26,146
2022-07-26,52
2022-07-26,26
2022-07-26,121
2022-07-26,91
2022-07-26,162
2022-07-26,56
2022-07-26,327
2022-07-26,32
2022-07-26,81
2022-07-26,75
2022-07-26,53
2022-07-26,18
2022-07-26,88
2022-07-26,73
